vendor_id,supplier_name,defect_rate,lead_time_days,quality_score
Supplier 1,Supplier 1,0.0196,5,4.5
Supplier 1,Supplier 1,0.0252,5,4.5
Supplier 1,Supplier 1,0.0021,5,4.5
Supplier 1,Supplier 1,0.0156,5,4.5
Supplier 1,Supplier 1,0.0114,5,4.5
Supplier 1,Supplier 1,0.0595,5,4.5
Supplier 1,Supplier 1,0.0294,5,4.5
Supplier 1,Supplier 1,0.0297,5,4.5
Supplier 1,Supplier 1,0.0277,5,4.5
Supplier 1,Supplier 1,0.0096,5,4.5
Supplier 1,Supplier 1,0.0246,5,4.5
Supplier 1,Supplier 1,0.0674,5,4.5
Supplier 1,Supplier 1,0.0027,5,4.5
Supplier 1,Supplier 1,0.0199,5,4.5
Supplier 1,Supplier 1,0.0241,5,4.5
Supplier 1,Supplier 1,0.0007,5,4.5
Supplier 1,Supplier 1,0.0179,5,4.5
Supplier 1,Supplier 1,0.0316,5,4.5
Supplier 1,Supplier 1,0.0515,5,4.5
Supplier 1,Supplier 1,0.0204,5,4.5
Supplier 1,Supplier 1,0.0216,5,4.5
Supplier 1,Supplier 1,0.0298,5,4.5
Supplier 1,Supplier 1,0.0112,5,4.5
Supplier 1,Supplier 1,0.0014,5,4.5
Supplier 1,Supplier 1,0.0083,5,4.5
Supplier 1,Supplier 1,0.0336,5,4.5
Supplier 1,Supplier 1,0.0424,5,4.5
Supplier 1,Supplier 1,0.012,5,4.5
Supplier 1,Supplier 1,0.0197,5,4.5
Supplier 1,Supplier 1,0.0295,5,4.5
Supplier 1,Supplier 1,0.0029,5,4.5
Supplier 1,Supplier 1,0.0091,5,4.5
Supplier 1,Supplier 1,0.0414,5,4.5
Supplier 1,Supplier 1,0.0311,5,4.5
Supplier 1,Supplier 1,0.0323,5,4.5
Supplier 1,Supplier 1,0.0176,5,4.5
Supplier 1,Supplier 1,0.0045,5,4.5
Supplier 1,Supplier 1,0.0238,5,4.5
Supplier 1,Supplier 1,0.001,5,4.5
Supplier 1,Supplier 1,0.0381,5,4.5
Supplier 1,Supplier 1,0.0036,5,4.5
Supplier 1,Supplier 1,0.0067,5,4.5
Supplier 1,Supplier 1,0.0061,5,4.5
Supplier 1,Supplier 1,0.0035,5,4.5
Supplier 1,Supplier 1,0.0134,5,4.5
Supplier 1,Supplier 1,0.0213,5,4.5
Supplier 1,Supplier 1,0.0159,5,4.5
Supplier 1,Supplier 1,0.009,5,4.5
Supplier 1,Supplier 1,0.0058,5,4.5
Supplier 1,Supplier 1,0.0641,5,4.5
Supplier 1,Supplier 1,0.0279,5,4.5
Supplier 1,Supplier 1,0.0065,5,4.5
Supplier 1,Supplier 1,0.0322,5,4.5
Supplier 1,Supplier 1,0.0299,5,4.5
Supplier 1,Supplier 1,0.0055,5,4.5
Supplier 1,Supplier 1,0.0057,5,4.5
Supplier 1,Supplier 1,0.0024,5,4.5
Supplier 1,Supplier 1,0.0491,5,4.5
Supplier 1,Supplier 1,0.0011,5,4.5
Supplier 1,Supplier 1,0.0527,5,4.5
Supplier 1,Supplier 1,0.0059,5,4.5
Supplier 1,Supplier 1,0.0448,5,4.5
Supplier 1,Supplier 1,0.0023,5,4.5
Supplier 1,Supplier 1,0.0143,5,4.5
Supplier 1,Supplier 1,0.0269,5,4.5
Supplier 1,Supplier 1,0.0231,5,4.5
Supplier 1,Supplier 1,0.0094,5,4.5
Supplier 1,Supplier 1,0.0392,5,4.5
Supplier 1,Supplier 1,0.0239,5,4.5
Supplier 1,Supplier 1,0.0172,5,4.5
Supplier 1,Supplier 1,0.0108,5,4.5
Supplier 1,Supplier 1,0.0389,5,4.5
Supplier 1,Supplier 1,0.0115,5,4.5
Supplier 1,Supplier 1,0.0105,5,4.5
Supplier 1,Supplier 1,0.0223,5,4.5
Supplier 1,Supplier 1,0.012,17,4.5
Supplier 1,Supplier 1,0.0511,17,4.5
Supplier 1,Supplier 1,0.0095,17,4.5
Supplier 1,Supplier 1,0.0147,17,4.5
Supplier 1,Supplier 1,0.0359,17,4.5
Supplier 1,Supplier 1,0.0077,17,4.5
Supplier 1,Supplier 1,0.0058,17,4.5
Supplier 1,Supplier 1,0.0024,17,4.5
Supplier 1,Supplier 1,0.0048,17,4.5
Supplier 1,Supplier 1,0.0309,17,4.5
Supplier 1,Supplier 1,0.0391,17,4.5
Supplier 1,Supplier 1,0.0094,17,4.5
Supplier 1,Supplier 1,0.021,17,4.5
Supplier 1,Supplier 1,0.015,17,4.5
Supplier 1,Supplier 1,0.0111,17,4.5
Supplier 1,Supplier 1,0.0351,17,4.5
Supplier 1,Supplier 1,0.0312,17,4.5
Supplier 1,Supplier 1,0.0138,17,4.5
Supplier 1,Supplier 1,0.0026,17,4.5
Supplier 1,Supplier 1,0.0154,17,4.5
Supplier 1,Supplier 1,0.0151,17,4.5
Supplier 1,Supplier 1,0.0112,17,4.5
Supplier 1,Supplier 1,0.0567,17,4.5
Supplier 1,Supplier 1,0.0898,17,4.5
Supplier 1,Supplier 1,0.0075,17,4.5
Supplier 1,Supplier 1,0.005,17,4.5
Supplier 1,Supplier 1,0.0323,17,4.5
Supplier 1,Supplier 1,0.0015,17,4.5
Supplier 1,Supplier 1,0.047,17,4.5
Supplier 1,Supplier 1,0.0223,17,4.5
Supplier 1,Supplier 1,0.0101,17,4.5
Supplier 1,Supplier 1,0.0547,17,4.5
Supplier 1,Supplier 1,0.0071,17,4.5
Supplier 1,Supplier 1,0.0193,17,4.5
Supplier 1,Supplier 1,0.0042,17,4.5
Supplier 1,Supplier 1,0.0061,17,4.5
Supplier 1,Supplier 1,0.0779,17,4.5
Supplier 1,Supplier 1,0.0588,17,4.5
Supplier 1,Supplier 1,0.0254,17,4.5
Supplier 1,Supplier 1,0.0041,17,4.5
Supplier 1,Supplier 1,0.0405,17,4.5
Supplier 1,Supplier 1,0.0457,17,4.5
Supplier 1,Supplier 1,0.0086,17,4.5
Supplier 1,Supplier 1,0.0124,17,4.5
Supplier 1,Supplier 1,0.0325,17,4.5
Supplier 1,Supplier 1,0.0295,17,4.5
Supplier 1,Supplier 1,0.0088,17,4.5
Supplier 1,Supplier 1,0.0047,17,4.5
Supplier 1,Supplier 1,0.0664,17,4.5
Supplier 1,Supplier 1,0.0472,17,4.5
Supplier 1,Supplier 1,0.0159,17,4.5
Supplier 1,Supplier 1,0.0037,17,4.5
Supplier 1,Supplier 1,0.0019,17,4.5
Supplier 1,Supplier 1,0.0233,17,4.5
Supplier 1,Supplier 1,0.0187,17,4.5
Supplier 1,Supplier 1,0.03,17,4.5
Supplier 1,Supplier 1,0.0021,17,4.5
Supplier 1,Supplier 1,0.0114,17,4.5
Supplier 1,Supplier 1,0.0045,17,4.5
Supplier 1,Supplier 1,0.0218,17,4.5
Supplier 1,Supplier 1,0.0822,17,4.5
Supplier 1,Supplier 1,0.0007,17,4.5
Supplier 1,Supplier 1,0.0038,17,4.5
Supplier 1,Supplier 1,0.0056,17,4.5
Supplier 1,Supplier 1,0.0067,17,4.5
Supplier 1,Supplier 1,0.0485,17,4.5
Supplier 1,Supplier 1,0.0282,17,4.5
Supplier 1,Supplier 1,0.0053,17,4.5
Supplier 1,Supplier 1,0.0003,17,4.5
Supplier 1,Supplier 1,0.035,17,4.5
Supplier 1,Supplier 1,0.0338,17,4.5
Supplier 1,Supplier 1,0.0004,17,4.5
Supplier 1,Supplier 1,0.0089,17,4.5
Supplier 1,Supplier 1,0.0051,17,4.5
Supplier 1,Supplier 1,0.0412,17,4.5
Supplier 1,Supplier 1,0.0247,17,4.5
Supplier 1,Supplier 1,0.0078,17,4.5
Supplier 1,Supplier 1,0.0108,17,4.5
Supplier 1,Supplier 1,0.007,17,4.5
Supplier 1,Supplier 1,0.0526,17,4.5
Supplier 1,Supplier 1,0.0544,17,4.5
Supplier 1,Supplier 1,0.003,17,4.5
Supplier 1,Supplier 1,0.0881,17,4.5
Supplier 1,Supplier 1,0.0211,17,4.5
Supplier 1,Supplier 1,0.0032,17,4.5
Supplier 1,Supplier 1,0.0305,17,4.5
Supplier 1,Supplier 1,0.0643,17,4.5
Supplier 1,Supplier 1,0.0035,17,4.5
Supplier 1,Supplier 1,0.0014,17,4.5
Supplier 1,Supplier 1,0.0332,17,4.5
Supplier 1,Supplier 1,0.0216,17,4.5
Supplier 1,Supplier 1,0.0135,17,4.5
Supplier 1,Supplier 1,0.0082,17,4.5
Supplier 1,Supplier 1,0.0065,17,4.5
Supplier 1,Supplier 1,0.0497,17,4.5
Supplier 1,Supplier 1,0.0315,17,4.5
Supplier 1,Supplier 1,0.0301,17,4.5
Supplier 1,Supplier 1,0.0005,17,4.5
Supplier 1,Supplier 1,0.0177,17,4.5
Supplier 1,Supplier 1,0.0073,17,4.5
Supplier 1,Supplier 1,0.0387,17,4.5
Supplier 1,Supplier 1,0.0196,17,4.5
Supplier 1,Supplier 1,0.028,17,4.5
Supplier 1,Supplier 1,0.0531,17,4.5
Supplier 1,Supplier 1,0.0081,17,4.5
Supplier 1,Supplier 1,0.0245,17,4.5
Supplier 1,Supplier 1,0.0207,17,4.5
Supplier 1,Supplier 1,0.0102,17,4.5
Supplier 1,Supplier 1,0.0373,17,4.5
Supplier 1,Supplier 1,0.0432,17,4.5
Supplier 1,Supplier 1,0.0133,17,4.5
Supplier 1,Supplier 1,0.0136,17,4.5
Supplier 1,Supplier 1,0.0057,17,4.5
Supplier 1,Supplier 1,0.0413,17,4.5
Supplier 1,Supplier 1,0.029,17,4.5
Supplier 1,Supplier 1,0.001,17,4.5
Supplier 1,Supplier 1,0.0064,17,4.5
Supplier 1,Supplier 1,0.0524,17,4.5
Supplier 1,Supplier 1,0.0421,17,4.5
Supplier 1,Supplier 1,0.0504,17,4.5
Supplier 1,Supplier 1,0.0011,17,4.5
Supplier 1,Supplier 1,0.0018,17,4.5
Supplier 1,Supplier 1,0.0369,17,4.5
Supplier 1,Supplier 1,0.0611,17,4.5
Supplier 1,Supplier 1,0.019,17,4.5
Supplier 1,Supplier 1,0.013,17,4.5
Supplier 1,Supplier 1,0.0194,17,4.5
Supplier 1,Supplier 1,0.0167,17,4.5
Supplier 1,Supplier 1,0.0327,17,4.5
Supplier 1,Supplier 1,0.0036,17,4.5
Supplier 1,Supplier 1,0.042,17,4.5
Supplier 1,Supplier 1,0.0311,17,4.5
Supplier 1,Supplier 1,0.0191,17,4.5
Supplier 1,Supplier 1,0.0176,17,4.5
Supplier 1,Supplier 1,0.0273,17,4.5
Supplier 1,Supplier 1,0.0386,17,4.5
Supplier 1,Supplier 1,0.0055,17,4.5
Supplier 1,Supplier 1,0.0208,17,4.5
Supplier 1,Supplier 1,0.0262,17,4.5
Supplier 1,Supplier 1,0.0137,17,4.5
Supplier 1,Supplier 1,0.0098,17,4.5
Supplier 1,Supplier 1,0.032,17,4.5
Supplier 1,Supplier 1,0.0009,17,4.5
Supplier 1,Supplier 1,0.0235,17,4.5
Supplier 1,Supplier 1,0.0184,17,4.5
Supplier 1,Supplier 1,0.0563,17,4.5
Supplier 1,Supplier 1,0.0337,17,4.5
Supplier 1,Supplier 1,0.0515,17,4.5
Supplier 1,Supplier 1,0.0162,17,4.5
Supplier 1,Supplier 1,0.0013,17,4.5
Supplier 1,Supplier 1,0.034,17,4.5
Supplier 1,Supplier 1,0.0104,17,4.5
Supplier 2,Supplier 2,0.0133,10,4.5
Supplier 2,Supplier 2,0.0027,10,4.5
Supplier 2,Supplier 2,0.0116,10,4.5
Supplier 2,Supplier 2,0.0001,10,4.5
Supplier 2,Supplier 2,0.0093,10,4.5
Supplier 2,Supplier 2,0.0016,10,4.5
Supplier 2,Supplier 2,0.014,10,4.5
Supplier 2,Supplier 2,0.0506,10,4.5
Supplier 2,Supplier 2,0.0378,10,4.5
Supplier 2,Supplier 2,0.0044,10,4.5
Supplier 2,Supplier 2,0.029,10,4.5
Supplier 2,Supplier 2,0.0082,10,4.5
Supplier 2,Supplier 2,0.0471,10,4.5
Supplier 2,Supplier 2,0.0218,10,4.5
Supplier 2,Supplier 2,0.0344,10,4.5
Supplier 2,Supplier 2,0.0237,10,4.5
Supplier 2,Supplier 2,0.0212,10,4.5
Supplier 2,Supplier 2,0.044,10,4.5
Supplier 2,Supplier 2,0.0086,10,4.5
Supplier 2,Supplier 2,0.0123,10,4.5
Supplier 2,Supplier 2,0.0111,10,4.5
Supplier 2,Supplier 2,0.0137,10,4.5
Supplier 2,Supplier 2,0.0014,10,4.5
Supplier 2,Supplier 2,0.0326,10,4.5
Supplier 2,Supplier 2,0.0067,10,4.5
Supplier 2,Supplier 2,0.0152,10,4.5
Supplier 2,Supplier 2,0.0126,10,4.5
Supplier 2,Supplier 2,0.0031,10,4.5
Supplier 2,Supplier 2,0.0208,10,4.5
Supplier 2,Supplier 2,0.0069,10,4.5
Supplier 2,Supplier 2,0.0047,10,4.5
Supplier 2,Supplier 2,0.0006,10,4.5
Supplier 2,Supplier 2,0.0043,10,4.5
Supplier 2,Supplier 2,0.0108,10,4.5
Supplier 2,Supplier 2,0.0148,10,4.5
Supplier 2,Supplier 2,0.0206,10,4.5
Supplier 2,Supplier 2,0.0019,10,4.5
Supplier 2,Supplier 2,0.0062,10,4.5
Supplier 2,Supplier 2,0.059,10,4.5
Supplier 2,Supplier 2,0.0064,10,4.5
Supplier 2,Supplier 2,0.0078,10,4.5
Supplier 2,Supplier 2,0.0271,10,4.5
Supplier 2,Supplier 2,0.0176,10,4.5
Supplier 2,Supplier 2,0.0034,10,4.5
Supplier 2,Supplier 2,0.0095,10,4.5
Supplier 2,Supplier 2,0.0315,10,4.5
Supplier 2,Supplier 2,0.0624,10,4.5
Supplier 2,Supplier 2,0.0058,10,4.5
Supplier 2,Supplier 2,0.0032,10,4.5
Supplier 2,Supplier 2,0.02,10,4.5
Supplier 2,Supplier 2,0.0013,10,4.5
Supplier 2,Supplier 2,0.0183,10,4.5
Supplier 2,Supplier 2,0.0166,10,4.5
Supplier 2,Supplier 2,0.0011,10,4.5
Supplier 2,Supplier 2,0.0611,10,4.5
Supplier 2,Supplier 2,0.0511,10,4.5
Supplier 2,Supplier 2,0.0094,10,4.5
Supplier 2,Supplier 2,0.0809,10,4.5
Supplier 2,Supplier 2,0.0131,10,4.5
Supplier 2,Supplier 2,0.009,10,4.5
Supplier 2,Supplier 2,0.0098,10,4.5
Supplier 2,Supplier 2,0.0181,10,4.5
Supplier 2,Supplier 2,0.0352,10,4.5
Supplier 2,Supplier 2,0.0168,10,4.5
Supplier 2,Supplier 2,0.008,10,4.5
Supplier 2,Supplier 2,0.0005,10,4.5
Supplier 2,Supplier 2,0.0629,10,4.5
Supplier 2,Supplier 2,0.0071,10,4.5
Supplier 2,Supplier 2,0.0584,10,4.5
Supplier 2,Supplier 2,0.0172,10,4.5
Supplier 2,Supplier 2,0.0144,10,4.5
Supplier 2,Supplier 2,0.0242,10,4.5
Supplier 2,Supplier 2,0.0314,10,4.5
Supplier 2,Supplier 2,0.0419,10,4.5
Supplier 2,Supplier 2,0.013,10,4.5
Supplier 2,Supplier 2,0.0087,10,4.5
Supplier 2,Supplier 2,0.0008,10,4.5
Supplier 2,Supplier 2,0.0167,10,4.5
Supplier 2,Supplier 2,0.0162,10,4.5
Supplier 2,Supplier 2,0.0092,10,4.5
Supplier 2,Supplier 2,0.0338,10,4.5
Supplier 2,Supplier 2,0.0186,10,4.5
Supplier 2,Supplier 2,0.0199,10,4.5
Supplier 2,Supplier 2,0.0021,10,4.5
Supplier 2,Supplier 2,0.0285,10,4.5
Supplier 2,Supplier 2,0.0322,10,4.5
Supplier 2,Supplier 2,0.0239,10,4.5
Supplier 2,Supplier 2,0.0054,10,4.5
Supplier 2,Supplier 2,0.0272,10,4.5
Supplier 2,Supplier 2,0.0175,10,4.5
Supplier 2,Supplier 2,0.0029,10,4.5
Supplier 2,Supplier 2,0.0051,10,4.5
Supplier 2,Supplier 2,0.0536,10,4.5
Supplier 2,Supplier 2,0.0139,10,4.5
Supplier 2,Supplier 2,0.0056,10,4.5
Supplier 2,Supplier 2,0.0202,10,4.5
Supplier 2,Supplier 2,0.0518,10,4.5
Supplier 2,Supplier 2,0.0018,10,4.5
Supplier 2,Supplier 2,0.039,10,4.5
Supplier 2,Supplier 2,0.0343,10,4.5
Supplier 2,Supplier 2,0.0048,10,4.5
Supplier 2,Supplier 2,0.0453,10,4.5
Supplier 2,Supplier 2,0.0101,10,4.5
Supplier 2,Supplier 2,0.0287,10,4.5
Supplier 2,Supplier 2,0.0187,10,4.5
Supplier 2,Supplier 2,0.0254,10,4.5
Supplier 2,Supplier 2,0.0102,10,4.5
Supplier 2,Supplier 2,0.0028,10,4.5
Supplier 2,Supplier 2,0.002,10,4.5
Supplier 2,Supplier 2,0.0063,10,4.5
Supplier 2,Supplier 2,0.0433,10,4.5
Supplier 2,Supplier 2,0.0165,10,4.5
Supplier 2,Supplier 2,0.0523,10,4.5
Supplier 2,Supplier 2,0.0083,10,4.5
Supplier 2,Supplier 2,0.0072,10,4.5
Supplier 2,Supplier 2,0.086,10,4.5
Supplier 2,Supplier 2,0.0132,10,4.5
Supplier 2,Supplier 2,0.0061,10,4.5
Supplier 2,Supplier 2,0.0251,10,4.5
Supplier 2,Supplier 2,0.0317,10,4.5
Supplier 2,Supplier 2,0.0035,10,4.5
Supplier 2,Supplier 2,0.0106,10,4.5
Supplier 2,Supplier 2,0.0559,10,4.5
Supplier 2,Supplier 2,0.0022,10,4.5
Supplier 2,Supplier 2,0.018,10,4.5
Supplier 2,Supplier 2,0.0039,10,4.5
Supplier 2,Supplier 2,0.0053,10,4.5
Supplier 2,Supplier 2,0.0185,10,4.5
Supplier 2,Supplier 2,0.0121,10,4.5
Supplier 2,Supplier 2,0.0024,10,4.5
Supplier 2,Supplier 2,0.0105,10,4.5
Supplier 2,Supplier 2,0.0243,10,4.5
Supplier 2,Supplier 2,0.0358,10,4.5
Supplier 2,Supplier 2,0.0046,10,4.5
Supplier 2,Supplier 2,0.0383,10,4.5
Supplier 2,Supplier 2,0.0269,10,4.5
Supplier 2,Supplier 2,0.0156,10,4.5
Supplier 2,Supplier 2,0.0125,10,4.5
Supplier 2,Supplier 2,0.0249,10,4.5
Supplier 2,Supplier 2,0.0455,10,4.5
Supplier 2,Supplier 2,0.0351,10,4.5
Supplier 2,Supplier 2,0.006,10,4.5
Supplier 2,Supplier 2,0.016,10,4.5
Supplier 2,Supplier 2,0.0188,10,4.5
Supplier 2,Supplier 2,0.0057,10,4.5
Supplier 2,Supplier 2,0.0002,10,4.5
Supplier 2,Supplier 2,0.0398,10,4.5
Supplier 2,Supplier 2,0.0,10,4.5
Supplier 4,Supplier 4,0.0591,11,4.5
Supplier 4,Supplier 4,0.0272,11,4.5
Supplier 4,Supplier 4,0.0038,11,4.5
Supplier 4,Supplier 4,0.0342,11,4.5
Supplier 4,Supplier 4,0.0321,11,4.5
Supplier 4,Supplier 4,0.0451,11,4.5
Supplier 4,Supplier 4,0.0137,11,4.5
Supplier 4,Supplier 4,0.0013,11,4.5
Supplier 4,Supplier 4,0.0025,11,4.5
Supplier 4,Supplier 4,0.007,11,4.5
Supplier 4,Supplier 4,0.006,11,4.5
Supplier 4,Supplier 4,0.0515,11,4.5
Supplier 4,Supplier 4,0.0126,11,4.5
Supplier 4,Supplier 4,0.0261,11,4.5
Supplier 4,Supplier 4,0.0546,11,4.5
Supplier 4,Supplier 4,0.008,11,4.5
Supplier 4,Supplier 4,0.0295,11,4.5
Supplier 4,Supplier 4,0.0203,11,4.5
Supplier 4,Supplier 4,0.0244,11,4.5
Supplier 4,Supplier 4,0.0206,11,4.5
Supplier 4,Supplier 4,0.0136,11,4.5
Supplier 4,Supplier 4,0.0041,11,4.5
Supplier 4,Supplier 4,0.061,11,4.5
Supplier 4,Supplier 4,0.0009,11,4.5
Supplier 4,Supplier 4,0.0123,11,4.5
Supplier 4,Supplier 4,0.0208,11,4.5
Supplier 4,Supplier 4,0.0029,11,4.5
Supplier 4,Supplier 4,0.0071,11,4.5
Supplier 4,Supplier 4,0.0157,11,4.5
Supplier 4,Supplier 4,0.0017,11,4.5
Supplier 4,Supplier 4,0.033,11,4.5
Supplier 4,Supplier 4,0.0561,11,4.5
Supplier 4,Supplier 4,0.0522,11,4.5
Supplier 4,Supplier 4,0.0058,11,4.5
Supplier 4,Supplier 4,0.0176,11,4.5
Supplier 4,Supplier 4,0.0034,11,4.5
Supplier 4,Supplier 4,0.0056,11,4.5
Supplier 4,Supplier 4,0.0142,11,4.5
Supplier 4,Supplier 4,0.0084,11,4.5
Supplier 4,Supplier 4,0.0073,11,4.5
Supplier 4,Supplier 4,0.0663,11,4.5
Supplier 4,Supplier 4,0.07,11,4.5
Supplier 4,Supplier 4,0.0001,11,4.5
Supplier 4,Supplier 4,0.0311,11,4.5
Supplier 4,Supplier 4,0.059,11,4.5
Supplier 4,Supplier 4,0.0093,11,4.5
Supplier 4,Supplier 4,0.0067,11,4.5
Supplier 4,Supplier 4,0.0118,11,4.5
Supplier 4,Supplier 4,0.0089,11,4.5
Supplier 4,Supplier 4,0.0024,11,4.5
Supplier 4,Supplier 4,0.0043,11,4.5
Supplier 4,Supplier 4,0.0012,11,4.5
Supplier 4,Supplier 4,0.0004,11,4.5
Supplier 4,Supplier 4,0.0042,11,4.5
Supplier 4,Supplier 4,0.0186,11,4.5
Supplier 4,Supplier 4,0.0688,11,4.5
Supplier 4,Supplier 4,0.0192,11,4.5
Supplier 4,Supplier 4,0.0349,11,4.5
Supplier 4,Supplier 4,0.024,11,4.5
Supplier 4,Supplier 4,0.0145,11,4.5
Supplier 4,Supplier 4,0.0177,11,4.5
Supplier 4,Supplier 4,0.0169,11,4.5
Supplier 4,Supplier 4,0.0088,11,4.5
Supplier 4,Supplier 4,0.0006,11,4.5
Supplier 4,Supplier 4,0.0083,11,4.5
Supplier 4,Supplier 4,0.0018,11,4.5
Supplier 4,Supplier 4,0.0395,11,4.5
Supplier 4,Supplier 4,0.013,11,4.5
Supplier 4,Supplier 4,0.0185,11,4.5
Supplier 4,Supplier 4,0.0371,11,4.5
Supplier 4,Supplier 4,0.0361,11,4.5
Supplier 4,Supplier 4,0.0258,11,4.5
Supplier 4,Supplier 4,0.0127,11,4.5
Supplier 4,Supplier 4,0.0205,11,4.5
Supplier 4,Supplier 4,0.0044,11,4.5
Supplier 4,Supplier 4,0.0164,11,4.5
Supplier 4,Supplier 4,0.0076,11,4.5
Supplier 4,Supplier 4,0.0465,11,4.5
Supplier 4,Supplier 4,0.0801,11,4.5
Supplier 4,Supplier 4,0.0079,11,4.5
Supplier 4,Supplier 4,0.0112,11,4.5
Supplier 4,Supplier 4,0.0245,11,4.5
Supplier 4,Supplier 4,0.0022,11,4.5
Supplier 4,Supplier 4,0.0204,11,4.5
Supplier 4,Supplier 4,0.0711,11,4.5
Supplier 4,Supplier 4,0.0144,11,4.5
Supplier 4,Supplier 4,0.0094,11,4.5
Supplier 4,Supplier 4,0.0233,11,4.5
Supplier 4,Supplier 4,0.0057,11,4.5
Supplier 4,Supplier 4,0.0149,11,4.5
Supplier 4,Supplier 4,0.0028,11,4.5
Supplier 4,Supplier 4,0.0166,11,4.5
Supplier 4,Supplier 4,0.0015,11,4.5
Supplier 4,Supplier 4,0.0557,11,4.5
Supplier 4,Supplier 4,0.0125,11,4.5
Supplier 4,Supplier 4,0.0447,11,4.5
Supplier 4,Supplier 4,0.0368,11,4.5
Supplier 4,Supplier 4,0.011,11,4.5
Supplier 4,Supplier 4,0.0401,11,4.5
Supplier 4,Supplier 4,0.0277,11,4.5
Supplier 4,Supplier 4,0.0255,11,4.5
Supplier 4,Supplier 4,0.0109,11,4.5
Supplier 4,Supplier 4,0.0284,11,4.5
Supplier 4,Supplier 4,0.0243,11,4.5
Supplier 4,Supplier 4,0.0428,11,4.5
Supplier 4,Supplier 4,0.0061,11,4.5
Supplier 4,Supplier 4,0.009,11,4.5
Supplier 4,Supplier 4,0.0336,11,4.5
Supplier 4,Supplier 4,0.0382,11,4.5
Supplier 4,Supplier 4,0.0129,11,4.5
Supplier 4,Supplier 4,0.0046,11,4.5
Supplier 4,Supplier 4,0.0114,11,4.5
Supplier 4,Supplier 4,0.0246,11,4.5
Supplier 4,Supplier 4,0.0085,11,4.5
Supplier 4,Supplier 4,0.0218,11,4.5
Supplier 4,Supplier 4,0.0065,11,4.5
Supplier 4,Supplier 4,0.0596,11,4.5
Supplier 4,Supplier 4,0.0086,11,4.5
Supplier 4,Supplier 4,0.0437,11,4.5
Supplier 4,Supplier 4,0.0023,11,4.5
Supplier 4,Supplier 4,0.0162,11,4.5
Supplier 4,Supplier 4,0.0393,11,4.5
Supplier 4,Supplier 4,0.0035,11,4.5
Supplier 4,Supplier 4,0.0229,11,4.5
Supplier 4,Supplier 4,0.0187,11,4.5
Supplier 4,Supplier 4,0.0446,11,4.5
Supplier 4,Supplier 4,0.0051,11,4.5
Supplier 4,Supplier 4,0.0054,11,4.5
Supplier 4,Supplier 4,0.0201,11,4.5
Supplier 4,Supplier 4,0.0505,11,4.5
Supplier 4,Supplier 4,0.0158,11,4.5
Supplier 4,Supplier 4,0.0669,11,4.5
Supplier 4,Supplier 4,0.0021,11,4.5
Supplier 4,Supplier 4,0.0105,11,4.5
Supplier 4,Supplier 4,0.045,11,4.5
Supplier 4,Supplier 4,0.0102,11,4.5
Supplier 4,Supplier 4,0.0286,11,4.5
Supplier 4,Supplier 4,0.0313,11,4.5
Supplier 4,Supplier 4,0.0115,11,4.5
Supplier 4,Supplier 4,0.0179,11,4.5
Supplier 4,Supplier 4,0.0161,11,4.5
Supplier 4,Supplier 4,0.0388,11,4.5
Supplier 4,Supplier 4,0.0048,11,4.5
Supplier 4,Supplier 4,0.0139,11,4.5
Supplier 4,Supplier 4,0.0981,11,4.5
Supplier 4,Supplier 4,0.0374,11,4.5
Supplier 4,Supplier 4,0.0121,11,4.5
Supplier 4,Supplier 4,0.0033,11,4.5
Supplier 4,Supplier 4,0.0963,11,4.5
Supplier 4,Supplier 4,0.0124,11,4.5
Supplier 1,Supplier 1,0.0179,12,4.5
Supplier 1,Supplier 1,0.0076,12,4.5
Supplier 1,Supplier 1,0.0092,12,4.5
Supplier 1,Supplier 1,0.0009,12,4.5
Supplier 1,Supplier 1,0.0148,12,4.5
Supplier 1,Supplier 1,0.0127,12,4.5
Supplier 1,Supplier 1,0.0625,12,4.5
Supplier 1,Supplier 1,0.0016,12,4.5
Supplier 1,Supplier 1,0.0267,12,4.5
Supplier 1,Supplier 1,0.0053,12,4.5
Supplier 1,Supplier 1,0.0364,12,4.5
Supplier 1,Supplier 1,0.0289,12,4.5
Supplier 1,Supplier 1,0.0082,12,4.5
Supplier 1,Supplier 1,0.0204,12,4.5
Supplier 1,Supplier 1,0.0045,12,4.5
Supplier 1,Supplier 1,0.004,12,4.5
Supplier 1,Supplier 1,0.0068,12,4.5
Supplier 1,Supplier 1,0.036,12,4.5
Supplier 1,Supplier 1,0.0228,12,4.5
Supplier 1,Supplier 1,0.0383,12,4.5
Supplier 1,Supplier 1,0.0183,12,4.5
Supplier 1,Supplier 1,0.0123,12,4.5
Supplier 1,Supplier 1,0.03,12,4.5
Supplier 1,Supplier 1,0.0013,12,4.5
Supplier 1,Supplier 1,0.0234,12,4.5
Supplier 1,Supplier 1,0.0163,12,4.5
Supplier 1,Supplier 1,0.0005,12,4.5
Supplier 1,Supplier 1,0.0544,12,4.5
Supplier 1,Supplier 1,0.0153,12,4.5
Supplier 1,Supplier 1,0.0546,12,4.5
Supplier 1,Supplier 1,0.0054,12,4.5
Supplier 1,Supplier 1,0.0327,12,4.5
Supplier 1,Supplier 1,0.0161,12,4.5
Supplier 1,Supplier 1,0.0358,12,4.5
Supplier 1,Supplier 1,0.0166,12,4.5
