date,sku_id,price,discount_percent,competitor_price,web_traffic,units_sold
2025-10-27,SKU28,2.42,0.0,2.49,139,12
2025-10-28,SKU28,2.5,0.0,2.33,110,10
2025-10-29,SKU28,2.39,0.0,2.34,146,12
2025-10-30,SKU28,2.4,0.0,2.22,122,16
2025-10-31,SKU28,2.46,0.0,2.39,123,12
2025-11-01,SKU28,2.42,0.0,2.54,130,21
2025-11-02,SKU28,2.36,0.0,2.44,128,21
2025-11-03,SKU28,2.4,0.0,2.37,127,9
2025-11-04,SKU28,2.4,0.0,2.4,130,13
2025-11-05,SKU28,2.46,0.0,2.3,138,14
2025-11-06,SKU28,2.41,0.0,2.61,125,11
2025-11-07,SKU28,2.34,0.0,2.12,143,17
2025-11-08,SKU28,2.42,0.0,2.43,128,20
2025-11-09,SKU28,2.35,7.6,2.52,196,32
2025-11-10,SKU28,2.4,0.0,2.38,121,16
2025-11-11,SKU28,2.35,0.0,2.31,149,14
2025-11-12,SKU28,2.36,0.0,2.54,125,10
2025-11-13,SKU28,2.34,0.0,2.43,130,15
2025-11-14,SKU28,2.41,0.0,2.36,138,10
2025-11-15,SKU28,2.43,0.0,2.31,123,22
2025-05-20,SKU29,64.65,0.0,57.83,77,7
2025-05-21,SKU29,63.27,0.0,64.59,76,5
2025-05-22,SKU29,63.34,0.0,60.93,89,11
2025-05-23,SKU29,62.03,0.0,64.82,72,6
2025-05-24,SKU29,65.98,0.0,61.14,89,10
2025-05-25,SKU29,64.34,0.0,64.91,86,6
2025-05-26,SKU29,63.03,0.0,68.96,83,7
2025-05-27,SKU29,61.49,0.0,61.63,88,8
2025-05-28,SKU29,65.26,0.0,62.95,80,7
2025-05-29,SKU29,63.99,0.0,64.73,86,11
2025-05-30,SKU29,63.17,0.0,64.84,70,9
2025-05-31,SKU29,64.54,0.0,70.67,92,10
2025-06-01,SKU29,64.78,0.0,62.71,84,11
2025-06-02,SKU29,63.56,0.0,59.54,93,10
2025-06-03,SKU29,61.22,0.0,61.53,101,8
2025-06-04,SKU29,61.91,0.0,54.14,76,9
2025-06-05,SKU29,65.6,0.0,64.62,78,14
2025-06-06,SKU29,62.63,0.0,65.0,100,5
2025-06-07,SKU29,64.14,0.0,65.12,76,13
2025-06-08,SKU29,65.06,0.0,67.13,75,2
2025-06-09,SKU29,62.32,0.0,63.96,87,9
2025-06-10,SKU29,61.9,0.0,62.94,89,7
2025-06-11,SKU29,62.73,0.0,67.81,70,10
2025-06-12,SKU29,62.28,0.0,69.89,105,6
2025-06-13,SKU29,60.91,0.0,62.7,90,6
2025-06-14,SKU29,61.07,0.0,62.08,92,11
2025-06-15,SKU29,64.11,0.0,64.6,98,7
2025-06-16,SKU29,48.23,25.09,61.54,123,26
2025-06-17,SKU29,64.38,0.0,57.78,76,5
2025-06-18,SKU29,62.77,0.0,63.74,86,9
2025-06-19,SKU29,63.75,0.0,64.08,77,5
2025-06-20,SKU29,64.42,0.0,59.83,79,9
2025-06-21,SKU29,61.33,0.0,65.27,85,4
2025-06-22,SKU29,63.89,0.0,62.94,102,15
2025-06-23,SKU29,65.97,0.0,58.55,99,10
2025-06-24,SKU29,62.67,0.0,67.36,87,6
2025-06-25,SKU29,63.29,0.0,64.17,70,7
2025-06-26,SKU29,49.13,27.12,67.51,132,20
2025-06-27,SKU29,63.07,0.0,65.93,81,12
2025-06-28,SKU29,61.05,0.0,61.51,97,10
2025-06-29,SKU29,62.45,0.0,59.51,82,8
2025-06-30,SKU29,65.08,0.0,61.09,79,7
2025-07-01,SKU29,63.82,0.0,68.29,77,10
2025-07-02,SKU29,64.09,0.0,67.9,85,11
2025-07-03,SKU29,63.88,0.0,58.81,78,10
2025-07-04,SKU29,63.31,0.0,65.44,83,9
2025-07-05,SKU29,65.4,0.0,61.3,98,11
2025-07-06,SKU29,63.68,0.0,67.76,87,17
2025-07-07,SKU29,63.5,0.0,61.24,72,5
2025-07-08,SKU29,65.61,0.0,61.64,72,8
2025-07-09,SKU29,61.51,0.0,61.98,96,5
2025-07-10,SKU29,64.59,0.0,65.19,85,10
2025-07-11,SKU29,64.66,0.0,60.63,90,8
2025-07-12,SKU29,62.69,0.0,63.4,86,15
2025-07-13,SKU29,66.57,0.0,62.84,76,18
2025-07-14,SKU29,64.7,0.0,62.16,82,7
2025-07-15,SKU29,64.37,0.0,65.66,86,7
2025-07-16,SKU29,63.46,0.0,72.2,68,11
2025-07-17,SKU29,64.05,0.0,66.94,87,7
2025-07-18,SKU29,60.03,0.0,66.11,72,8
2025-07-19,SKU29,64.33,0.0,63.75,72,11
2025-07-20,SKU29,64.39,0.0,62.32,73,10
2025-07-21,SKU29,64.41,0.0,64.8,62,8
2025-07-22,SKU29,65.81,0.0,63.91,88,3
2025-07-23,SKU29,63.38,0.0,70.14,79,7
2025-07-24,SKU29,64.38,0.0,65.48,71,10
2025-07-25,SKU29,64.14,0.0,66.32,81,12
2025-07-26,SKU29,62.12,0.0,63.28,82,9
2025-07-27,SKU29,63.92,0.0,60.07,84,13
2025-07-28,SKU29,61.93,0.0,59.26,73,12
2025-07-29,SKU29,61.22,0.0,66.27,87,12
2025-07-30,SKU29,62.79,0.0,65.43,67,7
2025-07-31,SKU29,62.36,0.0,59.0,80,5
2025-08-01,SKU29,62.79,0.0,65.18,82,8
2025-08-02,SKU29,63.51,0.0,73.14,87,11
2025-08-03,SKU29,62.14,0.0,67.25,91,11
2025-08-04,SKU29,61.44,0.0,66.94,70,9
2025-08-05,SKU29,64.97,0.0,65.13,90,13
2025-08-06,SKU29,63.14,0.0,58.74,85,4
2025-08-07,SKU29,64.35,0.0,67.14,76,7
2025-08-08,SKU29,64.31,0.0,64.63,75,8
2025-08-09,SKU29,62.59,0.0,65.94,84,8
2025-08-10,SKU29,54.39,13.65,63.68,133,20
2025-08-11,SKU29,63.94,0.0,62.77,84,6
2025-08-12,SKU29,63.11,0.0,60.77,92,6
2025-08-13,SKU29,64.87,0.0,59.78,84,12
2025-08-14,SKU29,63.65,0.0,65.18,69,9
2025-08-15,SKU29,64.06,0.0,64.52,103,12
2025-08-16,SKU29,63.59,0.0,62.49,109,9
2025-08-17,SKU29,63.29,0.0,58.99,81,7
2025-08-18,SKU29,62.11,0.0,67.58,56,5
2025-08-19,SKU29,62.0,0.0,57.69,99,8
2025-08-20,SKU29,64.12,0.0,63.52,87,7
2025-08-21,SKU29,64.65,0.0,68.73,84,8
2025-08-22,SKU29,64.03,0.0,59.6,87,9
2025-08-23,SKU29,63.65,0.0,68.61,70,9
2025-08-24,SKU29,61.04,0.0,60.19,78,5
2025-08-25,SKU29,64.0,0.0,61.87,70,6
2025-08-26,SKU29,62.92,0.0,58.43,72,9
2025-08-27,SKU29,64.53,0.0,66.68,91,6
2025-08-28,SKU29,63.89,0.0,63.96,86,10
2025-08-29,SKU29,63.51,0.0,65.66,66,8
2025-08-30,SKU29,62.63,0.0,69.44,65,10
2025-08-31,SKU29,61.85,0.0,60.13,81,12
2025-09-01,SKU29,60.84,0.0,64.87,94,11
2025-09-02,SKU29,63.43,0.0,66.49,75,7
2025-09-03,SKU29,61.86,0.0,63.99,99,8
2025-09-04,SKU29,66.4,0.0,64.81,86,13
2025-09-05,SKU29,64.55,0.0,68.4,95,8
2025-09-06,SKU29,57.44,9.49,67.68,129,22
2025-09-07,SKU29,62.02,0.0,64.64,94,10
2025-09-08,SKU29,64.83,0.0,66.07,93,6
2025-09-09,SKU29,62.7,0.0,62.07,86,8
2025-09-10,SKU29,63.55,0.0,66.24,90,12
2025-09-11,SKU29,63.87,0.0,63.77,79,8
2025-09-12,SKU29,62.49,0.0,55.62,73,13
2025-09-13,SKU29,66.24,0.0,67.57,75,12
2025-09-14,SKU29,65.3,0.0,62.45,69,7
2025-09-15,SKU29,65.33,0.0,61.89,86,7
2025-09-16,SKU29,61.98,0.0,62.24,79,9
2025-09-17,SKU29,63.18,0.0,64.22,97,9
2025-09-18,SKU29,61.97,0.0,61.92,71,7
2025-09-19,SKU29,62.82,0.0,58.97,89,11
2025-09-20,SKU29,64.6,0.0,61.1,86,12
2025-09-21,SKU29,64.75,0.0,64.83,89,9
2025-09-22,SKU29,63.17,0.0,60.3,82,17
2025-09-23,SKU29,63.52,0.0,69.28,102,9
2025-09-24,SKU29,64.66,0.0,58.89,92,7
2025-09-25,SKU29,62.01,0.0,62.5,84,8
2025-09-26,SKU29,45.54,27.27,62.55,132,25
2025-09-27,SKU29,63.62,0.0,60.83,102,9
2025-09-28,SKU29,63.86,0.0,66.6,100,5
2025-09-29,SKU29,64.06,0.0,63.02,73,8
2025-09-30,SKU29,63.45,0.0,63.72,92,9
2025-10-01,SKU29,63.36,0.0,60.57,101,9
2025-10-02,SKU29,63.08,0.0,63.65,71,9
2025-10-03,SKU29,55.19,12.39,58.26,132,16
2025-10-04,SKU29,62.13,0.0,62.94,82,10
2025-10-05,SKU29,61.96,0.0,64.38,70,11
2025-10-06,SKU29,63.31,0.0,61.19,97,7
2025-10-07,SKU29,63.49,0.0,60.83,89,5
2025-10-08,SKU29,63.91,0.0,69.14,81,10
2025-10-09,SKU29,63.41,0.0,64.96,93,9
2025-10-10,SKU29,47.08,28.65,65.82,130,23
2025-10-11,SKU29,61.35,0.0,63.38,89,12
2025-10-12,SKU29,54.45,9.88,63.93,138,25
2025-10-13,SKU29,62.68,0.0,58.89,90,2
2025-10-14,SKU29,63.98,0.0,61.21,94,0
2025-10-15,SKU29,63.61,0.0,63.38,79,7
2025-10-16,SKU29,63.12,0.0,64.44,84,5
2025-10-17,SKU29,64.43,0.0,68.1,93,10
2025-10-18,SKU29,62.14,0.0,60.2,82,10
2025-10-19,SKU29,62.9,0.0,58.51,69,7
2025-10-20,SKU29,62.45,0.0,61.55,90,4
2025-10-21,SKU29,64.27,0.0,61.1,89,9
2025-10-22,SKU29,64.51,0.0,68.85,83,4
2025-10-23,SKU29,62.79,0.0,65.28,86,5
2025-10-24,SKU29,61.51,0.0,58.66,70,8
2025-10-25,SKU29,64.51,0.0,58.86,85,9
2025-10-26,SKU29,64.26,0.0,65.17,74,14
2025-10-27,SKU29,65.37,0.0,62.79,80,10
2025-10-28,SKU29,63.87,0.0,66.23,96,11
2025-10-29,SKU29,63.76,0.0,64.95,86,5
2025-10-30,SKU29,62.97,0.0,73.06,75,9
2025-10-31,SKU29,61.52,0.0,62.49,95,12
2025-11-01,SKU29,62.61,0.0,60.12,93,7
2025-11-02,SKU29,63.26,0.0,64.72,84,6
2025-11-03,SKU29,62.18,5.56,61.87,108,25
2025-11-04,SKU29,62.91,0.0,59.93,88,17
2025-11-05,SKU29,62.02,0.0,60.08,79,9
2025-11-06,SKU29,63.87,0.0,60.14,76,5
2025-11-07,SKU29,63.01,0.0,59.9,97,7
2025-11-08,SKU29,63.43,0.0,60.43,75,18
2025-11-09,SKU29,64.58,0.0,62.6,82,13
2025-11-10,SKU29,65.44,0.0,59.65,91,6
2025-11-11,SKU29,62.2,0.0,68.06,90,12
2025-11-12,SKU29,64.45,0.0,62.65,85,10
2025-11-13,SKU29,61.78,0.0,61.39,81,9
2025-11-14,SKU29,54.21,14.1,61.86,133,23
2025-11-15,SKU29,64.08,0.0,57.87,65,8
2025-05-20,SKU30,7.98,0.0,8.17,111,11
2025-05-21,SKU30,7.9,0.0,7.53,102,9
2025-05-22,SKU30,6.54,18.24,8.36,189,22
2025-05-23,SKU30,8.03,0.0,8.04,111,9
2025-05-24,SKU30,8.22,0.0,8.51,125,9
2025-05-25,SKU30,7.81,0.0,7.7,109,0
2025-05-26,SKU30,8.09,0.0,8.17,104,0
2025-05-27,SKU30,8.09,0.0,8.01,119,0
2025-05-28,SKU30,8.05,0.0,8.13,130,0
2025-05-29,SKU30,8.19,0.0,8.43,109,0
2025-05-30,SKU30,8.01,0.0,7.96,114,0
2025-05-31,SKU30,7.73,0.0,7.8,108,0
2025-06-01,SKU30,8.18,0.0,7.84,116,0
2025-06-02,SKU30,7.96,0.0,8.1,125,0
2025-06-03,SKU30,8.13,0.0,8.46,121,0
2025-06-04,SKU30,7.92,0.0,7.42,118,0
2025-06-05,SKU30,8.05,0.0,8.17,104,0
2025-06-06,SKU30,7.92,0.0,8.91,127,0
2025-06-07,SKU30,7.79,0.0,7.87,113,0
2025-06-08,SKU30,8.06,0.0,7.88,97,0
2025-06-09,SKU30,8.25,0.0,8.53,111,0
2025-06-10,SKU30,8.04,0.0,9.0,97,0
2025-06-11,SKU30,8.1,0.0,8.73,109,0
2025-06-12,SKU30,8.35,0.0,8.22,92,0
2025-06-13,SKU30,7.88,0.0,7.76,120,0
2025-06-14,SKU30,7.9,0.0,7.96,106,0
2025-06-15,SKU30,8.02,0.0,8.2,99,0
2025-06-16,SKU30,8.11,0.0,8.84,119,8
2025-06-17,SKU30,8.06,0.0,7.98,87,12
2025-06-18,SKU30,8.07,0.0,8.26,123,14
2025-06-19,SKU30,8.04,0.0,8.09,109,13
2025-06-20,SKU30,8.05,0.0,9.57,87,11
2025-06-21,SKU30,8.07,0.0,8.02,112,13
2025-06-22,SKU30,8.09,0.0,7.6,118,15
2025-06-23,SKU30,8.09,0.0,8.44,114,8
2025-06-24,SKU30,8.25,0.0,8.2,120,15
2025-06-25,SKU30,8.14,0.0,7.87,105,9
2025-06-26,SKU30,8.45,0.0,7.6,107,14
2025-06-27,SKU30,8.19,0.0,8.23,115,7
2025-06-28,SKU30,8.21,0.0,8.17,102,14
2025-06-29,SKU30,6.33,19.34,7.58,180,35
2025-06-30,SKU30,8.24,0.0,8.01,127,15
2025-07-01,SKU30,6.89,13.85,7.67,144,28
2025-07-02,SKU30,8.17,0.0,8.34,117,6
2025-07-03,SKU30,8.04,0.0,7.96,112,14
2025-07-04,SKU30,8.08,0.0,8.38,111,8
2025-07-05,SKU30,7.79,0.0,7.9,111,14
2025-07-06,SKU30,8.02,0.0,7.41,113,18
2025-07-07,SKU30,7.93,0.0,7.76,121,14
2025-07-08,SKU30,7.88,0.0,7.97,114,10
2025-07-09,SKU30,8.29,0.0,7.73,110,5
2025-07-10,SKU30,7.83,0.0,7.92,91,11
2025-07-11,SKU30,8.09,0.0,8.78,107,13
2025-07-12,SKU30,8.17,0.0,8.26,116,11
2025-07-13,SKU30,7.87,0.0,8.23,120,11
2025-07-14,SKU30,6.02,25.69,7.94,178,36
2025-07-15,SKU30,8.16,0.0,7.75,108,14
2025-07-16,SKU30,8.22,0.0,8.75,119,10
2025-07-17,SKU30,7.88,0.0,8.0,115,14
2025-07-18,SKU30,8.06,0.0,7.88,92,6
2025-07-19,SKU30,8.1,0.0,8.54,108,12
2025-07-20,SKU30,8.01,0.0,8.78,103,14
2025-07-21,SKU30,7.72,0.0,7.79,116,12
2025-07-22,SKU30,7.72,0.0,7.25,91,14
2025-07-23,SKU30,7.94,0.0,7.63,95,10
2025-07-24,SKU30,8.14,0.0,8.01,112,5
2025-07-25,SKU30,8.09,0.0,8.37,109,6
2025-07-26,SKU30,8.03,0.0,8.28,111,12
2025-07-27,SKU30,8.07,0.0,8.19,82,19
2025-07-28,SKU30,8.19,0.0,8.37,130,8
2025-07-29,SKU30,7.92,0.0,7.84,101,11
2025-07-30,SKU30,7.89,0.0,7.78,103,12
2025-07-31,SKU30,8.28,0.0,7.96,100,6
2025-08-01,SKU30,7.81,0.0,7.08,116,12
2025-08-02,SKU30,7.99,0.0,7.95,107,8
2025-08-03,SKU30,7.84,5.11,8.05,159,28
2025-08-04,SKU30,8.08,0.0,8.23,100,14
2025-08-05,SKU30,7.8,0.0,8.06,109,14
2025-08-06,SKU30,7.77,0.0,8.78,95,10
2025-08-07,SKU30,8.23,0.0,7.36,118,16
2025-08-08,SKU30,7.94,0.0,8.18,96,11
2025-08-09,SKU30,7.86,0.0,8.25,133,10
2025-08-10,SKU30,7.11,8.9,7.79,184,39
2025-08-11,SKU30,8.28,0.0,8.32,120,7
2025-08-12,SKU30,8.23,0.0,8.01,104,7
2025-08-13,SKU30,6.19,21.73,6.93,153,28
2025-08-14,SKU30,8.23,0.0,8.53,115,11
2025-08-15,SKU30,8.13,0.0,7.97,127,18
2025-08-16,SKU30,7.87,0.0,8.88,103,10
2025-08-17,SKU30,8.09,0.0,7.64,112,20
2025-08-18,SKU30,7.92,0.0,8.49,94,13
2025-08-19,SKU30,7.86,0.0,8.34,96,10
2025-08-20,SKU30,7.84,0.0,7.51,90,8
2025-08-21,SKU30,7.94,0.0,8.14,115,9
2025-08-22,SKU30,8.0,0.0,7.43,122,8
2025-08-23,SKU30,8.15,0.0,7.99,114,17
2025-08-24,SKU30,7.94,0.0,7.9,116,14
2025-08-25,SKU30,8.16,0.0,7.74,123,10
2025-08-26,SKU30,7.52,5.97,8.48,171,34
2025-08-27,SKU30,7.77,0.0,7.76,108,7
2025-08-28,SKU30,8.24,0.0,8.06,121,16
2025-08-29,SKU30,8.04,0.0,8.05,94,9
2025-08-30,SKU30,8.07,0.0,8.4,107,21
2025-08-31,SKU30,8.18,0.0,8.06,129,11
2025-09-01,SKU30,7.94,0.0,8.0,94,6
2025-09-02,SKU30,8.11,0.0,8.21,112,13
2025-09-03,SKU30,7.82,0.0,8.5,115,10
2025-09-04,SKU30,8.21,0.0,8.13,108,9
2025-09-05,SKU30,8.15,0.0,8.5,104,15
2025-09-06,SKU30,8.15,0.0,7.47,120,17
2025-09-07,SKU30,8.14,0.0,7.7,100,9
2025-09-08,SKU30,7.94,0.0,8.21,96,10
2025-09-09,SKU30,8.04,0.0,7.68,93,16
2025-09-10,SKU30,7.9,0.0,7.98,104,12
2025-09-11,SKU30,7.91,0.0,8.1,117,7
2025-09-12,SKU30,8.01,0.0,7.16,119,12
2025-09-13,SKU30,7.91,0.0,7.35,111,16
2025-09-14,SKU30,8.14,0.0,7.98,120,10
2025-09-15,SKU30,7.89,0.0,7.87,106,8
2025-09-16,SKU30,7.98,0.0,8.21,112,11
2025-09-17,SKU30,7.85,0.0,7.97,99,18
2025-09-18,SKU30,7.8,0.0,8.06,116,8
2025-09-19,SKU30,8.0,0.0,8.37,120,6
2025-09-20,SKU30,7.82,0.0,7.58,88,15
2025-09-21,SKU30,7.9,0.0,8.52,105,15
2025-09-22,SKU30,8.13,0.0,7.86,108,13
2025-09-23,SKU30,7.7,0.0,8.46,117,9
2025-09-24,SKU30,8.09,0.0,7.52,108,12
2025-09-25,SKU30,8.06,0.0,9.12,109,15
2025-09-26,SKU30,8.04,0.0,8.09,97,8
2025-09-27,SKU30,7.86,0.0,7.9,106,9
2025-09-28,SKU30,8.08,0.0,7.91,114,14
2025-09-29,SKU30,7.93,0.0,7.95,115,13
2025-09-30,SKU30,7.75,0.0,7.76,100,14
2025-10-01,SKU30,8.2,0.0,8.08,126,6
2025-10-02,SKU30,7.74,0.0,8.72,110,7
2025-10-03,SKU30,8.13,0.0,8.28,86,13
2025-10-04,SKU30,8.0,0.0,7.58,105,15
2025-10-05,SKU30,7.83,0.0,7.78,101,11
2025-10-06,SKU30,7.93,0.0,8.35,114,9
2025-10-07,SKU30,8.05,0.0,7.42,104,13
2025-10-08,SKU30,8.06,0.0,7.94,112,7
2025-10-09,SKU30,6.26,23.96,8.41,159,20
2025-10-10,SKU30,8.05,0.0,8.28,124,16
2025-10-11,SKU30,8.12,0.0,7.64,119,15
2025-10-12,SKU30,8.03,0.0,7.9,100,14
2025-10-13,SKU30,8.12,0.0,8.07,105,12
2025-10-14,SKU30,8.16,0.0,7.82,117,18
2025-10-15,SKU30,8.05,0.0,8.04,134,10
2025-10-16,SKU30,7.74,0.0,8.36,109,8
2025-10-17,SKU30,8.08,0.0,8.03,94,9
2025-10-18,SKU30,8.11,0.0,8.24,101,17
2025-10-19,SKU30,8.09,0.0,8.23,115,18
2025-10-20,SKU30,6.81,13.14,8.32,165,28
2025-10-21,SKU30,8.28,0.0,8.08,111,14
2025-10-22,SKU30,8.02,0.0,7.32,86,10
2025-10-23,SKU30,8.16,0.0,7.98,123,5
2025-10-24,SKU30,8.12,0.0,7.57,129,9
2025-10-25,SKU30,8.16,0.0,8.62,117,17
2025-10-26,SKU30,8.13,0.0,8.49,103,19
2025-10-27,SKU30,7.77,0.0,8.21,105,17
2025-10-28,SKU30,8.03,0.0,7.57,109,8
2025-10-29,SKU30,7.86,0.0,8.09,108,11
2025-10-30,SKU30,8.09,0.0,7.97,120,16
2025-10-31,SKU30,8.13,0.0,8.55,95,11
2025-11-01,SKU30,7.71,0.0,7.59,101,16
2025-11-02,SKU30,8.1,0.0,8.36,117,18
2025-11-03,SKU30,7.82,0.0,8.24,110,9
2025-11-04,SKU30,7.91,0.0,8.31,102,14
2025-11-05,SKU30,8.03,0.0,8.55,118,11
2025-11-06,SKU30,8.19,0.0,8.68,106,17
2025-11-07,SKU30,7.99,0.0,8.26,108,10
2025-11-08,SKU30,7.84,0.0,8.0,111,19
2025-11-09,SKU30,8.27,0.0,7.95,121,16
2025-11-10,SKU30,8.27,0.0,7.36,101,11
2025-11-11,SKU30,7.87,0.0,7.17,97,8
2025-11-12,SKU30,8.21,0.0,8.38,109,9
2025-11-13,SKU30,7.47,5.7,8.38,187,21
2025-11-14,SKU30,8.01,0.0,8.52,110,11
2025-11-15,SKU30,7.75,0.0,8.41,116,13
2025-05-20,SKU31,50.57,0.0,45.84,54,6
2025-05-21,SKU31,51.68,0.0,53.51,52,0
2025-05-22,SKU31,51.38,0.0,54.74,52,0
2025-05-23,SKU31,50.07,0.0,49.22,50,0
2025-05-24,SKU31,50.89,0.0,49.49,43,0
2025-05-25,SKU31,51.62,0.0,54.12,51,0
2025-05-26,SKU31,50.01,0.0,53.37,57,0
2025-05-27,SKU31,50.87,0.0,56.14,58,0
2025-05-28,SKU31,50.17,0.0,51.35,44,0
2025-05-29,SKU31,51.59,0.0,55.17,61,0
2025-05-30,SKU31,51.24,0.0,53.93,48,0
2025-05-31,SKU31,51.72,0.0,47.01,47,0
2025-06-01,SKU31,50.66,0.0,51.52,44,0
2025-06-02,SKU31,51.72,0.0,50.35,70,0
2025-06-03,SKU31,51.12,0.0,51.98,57,0
2025-06-04,SKU31,50.64,0.0,48.52,61,0
2025-06-05,SKU31,50.75,0.0,52.66,62,0
2025-06-06,SKU31,50.86,0.0,48.46,58,0
2025-06-07,SKU31,49.69,0.0,49.5,71,8
2025-06-08,SKU31,52.32,0.0,50.42,61,6
2025-06-09,SKU31,50.2,0.0,49.45,57,6
2025-06-10,SKU31,52.08,0.0,50.87,50,1
2025-06-11,SKU31,49.36,0.0,52.32,58,10
2025-06-12,SKU31,50.37,0.0,48.49,58,6
2025-06-13,SKU31,51.13,0.0,50.29,46,6
2025-06-14,SKU31,50.46,0.0,55.74,60,8
2025-06-15,SKU31,51.65,0.0,49.42,58,9
2025-06-16,SKU31,49.77,0.0,50.6,67,3
2025-06-17,SKU31,51.6,0.0,45.01,58,5
2025-06-18,SKU31,43.79,13.93,49.93,90,12
2025-06-19,SKU31,49.26,0.0,47.93,56,2
2025-06-20,SKU31,50.08,0.0,50.61,54,5
2025-06-21,SKU31,52.59,0.0,52.69,51,7
2025-06-22,SKU31,50.84,0.0,50.19,67,14
2025-06-23,SKU31,50.61,0.0,51.31,53,8
2025-06-24,SKU31,51.16,0.0,53.69,57,6
2025-06-25,SKU31,51.45,0.0,48.6,65,13
2025-06-26,SKU31,50.18,0.0,53.22,58,8
2025-06-27,SKU31,51.04,0.0,51.84,58,11
2025-06-28,SKU31,52.48,0.0,51.44,62,7
2025-06-29,SKU31,51.26,0.0,51.17,58,4
2025-06-30,SKU31,51.29,0.0,51.67,60,4
2025-07-01,SKU31,52.19,0.0,52.88,50,3
2025-07-02,SKU31,50.91,0.0,51.55,57,7
2025-07-03,SKU31,52.08,0.0,50.52,50,6
2025-07-04,SKU31,52.47,0.0,51.45,50,6
2025-07-05,SKU31,52.65,0.0,49.65,38,7
2025-07-06,SKU31,49.22,0.0,48.71,47,6
2025-07-07,SKU31,51.19,0.0,50.67,56,8
2025-07-08,SKU31,50.7,0.0,52.15,43,2
2025-07-09,SKU31,50.23,0.0,54.94,55,7
2025-07-10,SKU31,50.9,0.0,51.87,60,10
2025-07-11,SKU31,42.2,15.08,49.74,63,12
2025-07-12,SKU31,52.36,0.0,51.68,64,5
2025-07-13,SKU31,50.79,0.0,50.79,55,7
2025-07-14,SKU31,49.79,0.0,52.23,65,5
2025-07-15,SKU31,50.53,0.0,50.8,43,2
2025-07-16,SKU31,51.03,0.0,51.27,44,6
2025-07-17,SKU31,51.08,0.0,50.94,67,7
2025-07-18,SKU31,51.41,0.0,53.34,58,5
2025-07-19,SKU31,51.59,0.0,49.08,61,8
2025-07-20,SKU31,51.33,0.0,50.7,63,9
2025-07-21,SKU31,51.63,0.0,53.05,47,7
2025-07-22,SKU31,51.04,0.0,50.38,67,9
2025-07-23,SKU31,50.98,0.0,48.97,59,7
2025-07-24,SKU31,51.07,0.0,52.01,47,7
2025-07-25,SKU31,50.65,0.0,46.4,60,8
2025-07-26,SKU31,50.98,0.0,52.12,56,13
2025-07-27,SKU31,50.95,0.0,51.51,52,3
2025-07-28,SKU31,51.85,0.0,48.12,58,5
2025-07-29,SKU31,49.51,0.0,51.15,61,3
2025-07-30,SKU31,50.82,0.0,46.04,45,2
2025-07-31,SKU31,51.7,0.0,52.71,53,3
2025-08-01,SKU31,53.3,0.0,47.65,64,4
2025-08-02,SKU31,52.54,0.0,49.88,62,6
2025-08-03,SKU31,52.45,0.0,50.17,56,6
2025-08-04,SKU31,51.99,0.0,49.8,54,4
2025-08-05,SKU31,52.85,0.0,46.78,61,10
2025-08-06,SKU31,51.42,0.0,48.22,58,3
2025-08-07,SKU31,52.62,0.0,53.87,51,3
2025-08-08,SKU31,52.0,0.0,51.21,52,9
2025-08-09,SKU31,50.67,0.0,49.5,61,15
2025-08-10,SKU31,50.26,0.0,50.13,65,10
2025-08-11,SKU31,50.15,0.0,49.98,53,7
2025-08-12,SKU31,51.25,0.0,54.04,57,6
2025-08-13,SKU31,49.34,0.0,52.51,54,5
2025-08-14,SKU31,49.98,0.0,49.7,64,4
2025-08-15,SKU31,51.05,0.0,46.29,54,6
2025-08-16,SKU31,51.13,0.0,48.74,61,9
2025-08-17,SKU31,50.21,0.0,49.28,65,3
2025-08-18,SKU31,49.84,0.0,51.42,61,3
2025-08-19,SKU31,50.64,0.0,51.16,68,7
2025-08-20,SKU31,51.83,0.0,53.84,54,3
2025-08-21,SKU31,51.28,0.0,52.19,40,5
2025-08-22,SKU31,51.29,0.0,51.63,47,4
2025-08-23,SKU31,49.66,0.0,51.63,58,5
2025-08-24,SKU31,50.07,0.0,50.85,61,7
2025-08-25,SKU31,51.6,0.0,50.97,59,3
2025-08-26,SKU31,50.08,0.0,49.09,48,10
2025-08-27,SKU31,49.82,0.0,50.3,45,7
2025-08-28,SKU31,52.85,0.0,51.61,62,5
2025-08-29,SKU31,50.48,0.0,52.79,54,6
2025-08-30,SKU31,50.78,0.0,47.36,45,9
2025-08-31,SKU31,50.07,0.0,52.91,44,5
2025-09-01,SKU31,49.84,0.0,50.29,44,6
2025-09-02,SKU31,48.71,0.0,51.68,52,7
2025-09-03,SKU31,50.73,0.0,50.09,57,4
2025-09-04,SKU31,51.2,0.0,51.34,53,3
2025-09-05,SKU31,51.19,0.0,51.7,53,7
2025-09-06,SKU31,52.83,0.0,51.58,61,2
2025-09-07,SKU31,51.85,0.0,54.11,66,9
2025-09-08,SKU31,50.24,0.0,46.77,57,7
2025-09-09,SKU31,50.33,0.0,53.27,52,3
2025-09-10,SKU31,51.62,0.0,50.55,69,3
2025-09-11,SKU31,50.51,0.0,50.25,55,6
2025-09-12,SKU31,49.05,0.0,50.77,53,6
2025-09-13,SKU31,49.93,0.0,52.26,39,6
2025-09-14,SKU31,51.04,0.0,54.44,64,3
