po_id,sku_id,vendor_id,po_date,po_qty,promised_delivery_date,inspection_results,manufacturing_costs,actual_receipt_qty
PO-SKU24-20250522-ebdb1,SKU24,Supplier 2,2025-05-22,276.0,2025-06-17,pass,40.382359702924816,276.0
PO-SKU24-20250523-94d4e,SKU24,Supplier 2,2025-05-23,276.0,2025-06-18,pass,40.382359702924816,276.0
PO-SKU24-20250524-021fa,SKU24,Supplier 2,2025-05-24,276.0,2025-06-19,pass,40.382359702924816,276.0
PO-SKU24-20250525-67ec0,SKU24,Supplier 2,2025-05-25,276.0,2025-06-20,pass,40.382359702924816,276.0
PO-SKU24-20250526-81848,SKU24,Supplier 2,2025-05-26,276.0,2025-06-21,pass,40.382359702924816,276.0
PO-SKU24-20250527-09f25,SKU24,Supplier 2,2025-05-27,276.0,2025-06-22,pass,40.382359702924816,276.0
PO-SKU24-20250528-24801,SKU24,Supplier 2,2025-05-28,276.0,2025-06-23,pass,40.382359702924816,276.0
PO-SKU24-20250529-66b8b,SKU24,Supplier 2,2025-05-29,276.0,2025-06-24,pass,40.382359702924816,276.0
PO-SKU24-20250530-95d33,SKU24,Supplier 2,2025-05-30,276.0,2025-06-25,pass,40.382359702924816,276.0
PO-SKU24-20250531-ce104,SKU24,Supplier 2,2025-05-31,276.0,2025-06-26,pass,40.382359702924816,276.0
PO-SKU24-20250601-40666,SKU24,Supplier 2,2025-06-01,276.0,2025-06-27,pass,40.382359702924816,276.0
PO-SKU24-20250602-e9f39,SKU24,Supplier 2,2025-06-02,276.0,2025-06-28,pass,40.382359702924816,276.0
PO-SKU24-20250603-e807b,SKU24,Supplier 2,2025-06-03,276.0,2025-06-29,pass,40.382359702924816,276.0
PO-SKU24-20250604-1c277,SKU24,Supplier 2,2025-06-04,276.0,2025-06-30,pass,40.382359702924816,276.0
PO-SKU24-20250605-3fc64,SKU24,Supplier 2,2025-06-05,276.0,2025-07-01,pass,40.382359702924816,276.0
PO-SKU24-20250606-d76ac,SKU24,Supplier 2,2025-06-06,276.0,2025-07-02,pass,40.382359702924816,276.0
PO-SKU24-20250607-86668,SKU24,Supplier 2,2025-06-07,276.0,2025-07-03,pass,40.382359702924816,276.0
PO-SKU24-20250608-d1e66,SKU24,Supplier 2,2025-06-08,276.0,2025-07-04,pass,40.382359702924816,276.0
PO-SKU24-20250609-dea0d,SKU24,Supplier 2,2025-06-09,276.0,2025-07-05,pass,40.382359702924816,276.0
PO-SKU24-20250610-bf082,SKU24,Supplier 2,2025-06-10,276.0,2025-07-06,pass,40.382359702924816,276.0
PO-SKU24-20250611-b0c12,SKU24,Supplier 2,2025-06-11,276.0,2025-07-07,pass,40.382359702924816,276.0
PO-SKU24-20250612-af26f,SKU24,Supplier 2,2025-06-12,276.0,2025-07-08,pass,40.382359702924816,276.0
PO-SKU24-20250613-56362,SKU24,Supplier 2,2025-06-13,276.0,2025-07-09,pass,40.382359702924816,276.0
PO-SKU24-20250614-83186,SKU24,Supplier 2,2025-06-14,276.0,2025-07-10,pass,40.382359702924816,276.0
PO-SKU25-20250520-b2645,SKU25,Supplier 4,2025-05-20,52.0,2025-05-31,pass,78.28038311841539,52.0
PO-SKU25-20250521-5aa42,SKU25,Supplier 4,2025-05-21,52.0,2025-06-01,pass,78.28038311841539,52.0
PO-SKU25-20250522-e88a1,SKU25,Supplier 4,2025-05-22,52.0,2025-06-02,pass,78.28038311841539,52.0
PO-SKU25-20250523-cb796,SKU25,Supplier 4,2025-05-23,57.0,2025-06-03,pass,78.28038311841539,57.0
PO-SKU25-20250524-f1f17,SKU25,Supplier 4,2025-05-24,60.0,2025-06-04,pass,78.28038311841539,60.0
PO-SKU25-20250525-24db5,SKU25,Supplier 4,2025-05-25,65.0,2025-06-05,pass,78.28038311841539,65.0
PO-SKU25-20250526-9609f,SKU25,Supplier 4,2025-05-26,72.0,2025-06-06,pass,78.28038311841539,72.0
PO-SKU25-20250527-65ec6,SKU25,Supplier 4,2025-05-27,77.0,2025-06-07,pass,78.28038311841539,77.0
PO-SKU25-20250528-9ff3b,SKU25,Supplier 4,2025-05-28,83.0,2025-06-08,pass,78.28038311841539,83.0
PO-SKU25-20250529-5ead3,SKU25,Supplier 4,2025-05-29,87.0,2025-06-09,pass,78.28038311841539,87.0
PO-SKU25-20250530-0b12d,SKU25,Supplier 4,2025-05-30,94.0,2025-06-10,pass,78.28038311841539,94.0
PO-SKU25-20250531-a9f23,SKU25,Supplier 4,2025-05-31,52.0,2025-06-11,pass,78.28038311841539,52.0
PO-SKU25-20251015-f3a22,SKU25,Supplier 4,2025-10-15,52.0,2025-10-26,pass,78.28038311841539,52.0
PO-SKU25-20251016-b1395,SKU25,Supplier 4,2025-10-16,52.0,2025-10-27,pass,78.28038311841539,52.0
PO-SKU25-20251017-41c10,SKU25,Supplier 4,2025-10-17,52.0,2025-10-28,pass,78.28038311841539,52.0
PO-SKU25-20251018-60679,SKU25,Supplier 4,2025-10-18,52.0,2025-10-29,pass,78.28038311841539,52.0
PO-SKU25-20251019-02679,SKU25,Supplier 4,2025-10-19,61.0,2025-10-30,pass,78.28038311841539,61.0
PO-SKU25-20251020-eb35d,SKU25,Supplier 4,2025-10-20,80.0,2025-10-31,pass,78.28038311841539,80.0
PO-SKU25-20251021-74b0f,SKU25,Supplier 4,2025-10-21,85.0,2025-11-01,pass,78.28038311841539,85.0
PO-SKU25-20251022-8e714,SKU25,Supplier 4,2025-10-22,91.0,2025-11-02,pass,78.28038311841539,91.0
PO-SKU25-20251023-f0635,SKU25,Supplier 4,2025-10-23,96.0,2025-11-03,pass,78.28038311841539,96.0
PO-SKU25-20251024-1cb57,SKU25,Supplier 4,2025-10-24,102.0,2025-11-04,pass,78.28038311841539,102.0
PO-SKU25-20251025-a8ee7,SKU25,Supplier 4,2025-10-25,103.0,2025-11-05,pass,78.28038311841539,103.0
PO-SKU25-20251026-0c867,SKU25,Supplier 4,2025-10-26,52.0,2025-11-06,pass,78.28038311841539,52.0
PO-SKU26-20250520-51a93,SKU26,Supplier 2,2025-05-20,276.0,2025-06-05,pass,15.97222975718176,276.0
PO-SKU26-20250521-cdb95,SKU26,Supplier 2,2025-05-21,284.0,2025-06-06,pass,15.97222975718176,284.0
PO-SKU26-20250522-16d0e,SKU26,Supplier 2,2025-05-22,309.0,2025-06-07,pass,15.97222975718176,309.0
PO-SKU26-20250523-ef873,SKU26,Supplier 2,2025-05-23,325.0,2025-06-08,pass,15.97222975718176,325.0
PO-SKU26-20250524-50806,SKU26,Supplier 2,2025-05-24,325.0,2025-06-09,pass,15.97222975718176,325.0
PO-SKU26-20250525-44b0d,SKU26,Supplier 2,2025-05-25,325.0,2025-06-10,pass,15.97222975718176,325.0
PO-SKU26-20250526-3e352,SKU26,Supplier 2,2025-05-26,325.0,2025-06-11,pass,15.97222975718176,325.0
PO-SKU26-20250527-cc409,SKU26,Supplier 2,2025-05-27,325.0,2025-06-12,pass,15.97222975718176,325.0
PO-SKU26-20250528-abb7c,SKU26,Supplier 2,2025-05-28,325.0,2025-06-13,pass,15.97222975718176,325.0
PO-SKU26-20250529-4ce70,SKU26,Supplier 2,2025-05-29,325.0,2025-06-14,pass,15.97222975718176,325.0
PO-SKU26-20250530-49897,SKU26,Supplier 2,2025-05-30,325.0,2025-06-15,pass,15.97222975718176,325.0
PO-SKU26-20250531-f5896,SKU26,Supplier 2,2025-05-31,325.0,2025-06-16,pass,15.97222975718176,325.0
PO-SKU26-20250601-74aef,SKU26,Supplier 2,2025-06-01,325.0,2025-06-17,pass,15.97222975718176,325.0
PO-SKU26-20250602-44f15,SKU26,Supplier 2,2025-06-02,325.0,2025-06-18,pass,15.97222975718176,325.0
PO-SKU26-20250603-1ef24,SKU26,Supplier 2,2025-06-03,325.0,2025-06-19,pass,15.97222975718176,325.0
PO-SKU26-20250604-ad862,SKU26,Supplier 2,2025-06-04,325.0,2025-06-20,pass,15.97222975718176,325.0
PO-SKU26-20250605-bd630,SKU26,Supplier 2,2025-06-05,49.0,2025-06-21,pass,15.97222975718176,49.0
PO-SKU27-20250520-36814,SKU27,Supplier 5,2025-05-20,191.0,2025-05-29,pass,10.528245070042162,191.0
PO-SKU27-20250521-7a8d1,SKU27,Supplier 5,2025-05-21,200.0,2025-05-30,pass,10.528245070042162,200.0
PO-SKU27-20250522-797ff,SKU27,Supplier 5,2025-05-22,221.0,2025-05-31,pass,10.528245070042162,221.0
PO-SKU27-20250523-8eaf8,SKU27,Supplier 5,2025-05-23,226.0,2025-06-01,pass,10.528245070042162,226.0
PO-SKU27-20250524-2768c,SKU27,Supplier 5,2025-05-24,226.0,2025-06-02,pass,10.528245070042162,226.0
PO-SKU27-20250525-f5549,SKU27,Supplier 5,2025-05-25,226.0,2025-06-03,pass,10.528245070042162,226.0
PO-SKU27-20250526-4c668,SKU27,Supplier 5,2025-05-26,226.0,2025-06-04,pass,10.528245070042162,226.0
PO-SKU27-20250527-92fd7,SKU27,Supplier 5,2025-05-27,226.0,2025-06-05,pass,10.528245070042162,226.0
PO-SKU27-20250528-7f5b5,SKU27,Supplier 5,2025-05-28,226.0,2025-06-06,pass,10.528245070042162,226.0
PO-SKU27-20251012-ff873,SKU27,Supplier 5,2025-10-12,81.0,2025-10-21,pass,10.528245070042162,81.0
PO-SKU27-20251013-9a8e0,SKU27,Supplier 5,2025-10-13,93.0,2025-10-22,pass,10.528245070042162,93.0
PO-SKU27-20251014-30394,SKU27,Supplier 5,2025-10-14,100.0,2025-10-23,pass,10.528245070042162,100.0
PO-SKU27-20251015-cf1af,SKU27,Supplier 5,2025-10-15,112.0,2025-10-24,pass,10.528245070042162,112.0
PO-SKU27-20251016-1c2a0,SKU27,Supplier 5,2025-10-16,122.0,2025-10-25,pass,10.528245070042162,122.0
PO-SKU27-20251017-3622a,SKU27,Supplier 5,2025-10-17,137.0,2025-10-26,pass,10.528245070042162,137.0
PO-SKU27-20251018-b5ff5,SKU27,Supplier 5,2025-10-18,151.0,2025-10-27,pass,10.528245070042162,151.0
PO-SKU27-20251019-befe6,SKU27,Supplier 5,2025-10-19,164.0,2025-10-28,pass,10.528245070042162,164.0
PO-SKU27-20251020-23eac,SKU27,Supplier 5,2025-10-20,176.0,2025-10-29,pass,10.528245070042162,176.0
PO-SKU27-20251021-c8493,SKU27,Supplier 5,2025-10-21,103.0,2025-10-30,pass,10.528245070042162,103.0
PO-SKU28-20250520-76f29,SKU28,Supplier 1,2025-05-20,311.0,2025-06-04,pass,59.42938181069157,311.0
PO-SKU28-20250521-ed12d,SKU28,Supplier 1,2025-05-21,323.0,2025-06-05,pass,59.42938181069157,323.0
PO-SKU28-20250522-9a808,SKU28,Supplier 1,2025-05-22,336.0,2025-06-06,pass,59.42938181069157,336.0
PO-SKU28-20250523-35daf,SKU28,Supplier 1,2025-05-23,344.0,2025-06-07,pass,59.42938181069157,344.0
PO-SKU28-20250524-9bfdf,SKU28,Supplier 1,2025-05-24,347.0,2025-06-08,pass,59.42938181069157,347.0
PO-SKU28-20250525-ad44b,SKU28,Supplier 1,2025-05-25,347.0,2025-06-09,pass,59.42938181069157,347.0
PO-SKU28-20250526-416da,SKU28,Supplier 1,2025-05-26,347.0,2025-06-10,pass,59.42938181069157,347.0
PO-SKU28-20250527-65894,SKU28,Supplier 1,2025-05-27,347.0,2025-06-11,pass,59.42938181069157,347.0
PO-SKU28-20250528-d252e,SKU28,Supplier 1,2025-05-28,347.0,2025-06-12,pass,59.42938181069157,347.0
PO-SKU28-20250529-11250,SKU28,Supplier 1,2025-05-29,347.0,2025-06-13,pass,59.42938181069157,347.0
PO-SKU28-20250530-9c189,SKU28,Supplier 1,2025-05-30,347.0,2025-06-14,pass,59.42938181069157,347.0
PO-SKU28-20250531-568a3,SKU28,Supplier 1,2025-05-31,347.0,2025-06-15,pass,59.42938181069157,347.0
PO-SKU28-20250601-02726,SKU28,Supplier 1,2025-06-01,347.0,2025-06-16,pass,59.42938181069157,347.0
PO-SKU28-20250602-b43d6,SKU28,Supplier 1,2025-06-02,347.0,2025-06-17,pass,59.42938181069157,347.0
PO-SKU28-20250603-bad2d,SKU28,Supplier 1,2025-06-03,347.0,2025-06-18,pass,59.42938181069157,347.0
PO-SKU29-20250520-ae0a3,SKU29,Supplier 1,2025-05-20,84.0,2025-05-25,pass,39.29287558606575,84.0
PO-SKU29-20250521-a23d7,SKU29,Supplier 1,2025-05-21,89.0,2025-05-26,pass,39.29287558606575,89.0
PO-SKU29-20250522-1becd,SKU29,Supplier 1,2025-05-22,100.0,2025-05-27,pass,39.29287558606575,100.0
PO-SKU29-20250523-ba8f0,SKU29,Supplier 1,2025-05-23,106.0,2025-05-28,pass,39.29287558606575,106.0
PO-SKU29-20250524-3c375,SKU29,Supplier 1,2025-05-24,116.0,2025-05-29,pass,39.29287558606575,116.0
PO-SKU29-20250711-2396c,SKU29,Supplier 1,2025-07-11,67.0,2025-07-16,pass,39.29287558606575,67.0
PO-SKU29-20250712-90efe,SKU29,Supplier 1,2025-07-12,79.0,2025-07-17,pass,39.29287558606575,79.0
PO-SKU29-20250713-fd19a,SKU29,Supplier 1,2025-07-13,97.0,2025-07-18,pass,39.29287558606575,97.0
PO-SKU29-20250714-4a646,SKU29,Supplier 1,2025-07-14,104.0,2025-07-19,pass,39.29287558606575,104.0
PO-SKU29-20250715-64603,SKU29,Supplier 1,2025-07-15,111.0,2025-07-20,pass,39.29287558606575,111.0
PO-SKU29-20250830-67365,SKU29,Supplier 1,2025-08-30,67.0,2025-09-04,pass,39.29287558606575,67.0
PO-SKU29-20250831-fcaec,SKU29,Supplier 1,2025-08-31,70.0,2025-09-05,pass,39.29287558606575,70.0
PO-SKU29-20250901-b0dd5,SKU29,Supplier 1,2025-09-01,81.0,2025-09-06,pass,39.29287558606575,81.0
PO-SKU29-20250902-d31b9,SKU29,Supplier 1,2025-09-02,88.0,2025-09-07,pass,39.29287558606575,88.0
PO-SKU29-20250903-1c8dc,SKU29,Supplier 1,2025-09-03,96.0,2025-09-08,pass,39.29287558606575,96.0
PO-SKU29-20251009-d61c6,SKU29,Supplier 1,2025-10-09,67.0,2025-10-14,pass,39.29287558606575,67.0
PO-SKU29-20251010-5e62c,SKU29,Supplier 1,2025-10-10,83.0,2025-10-15,pass,39.29287558606575,83.0
PO-SKU29-20251011-8caa6,SKU29,Supplier 1,2025-10-11,95.0,2025-10-16,pass,39.29287558606575,95.0
PO-SKU29-20251012-08c7e,SKU29,Supplier 1,2025-10-12,120.0,2025-10-17,pass,39.29287558606575,120.0
PO-SKU29-20251013-60c25,SKU29,Supplier 1,2025-10-13,122.0,2025-10-18,pass,39.29287558606575,122.0
PO-SKU30-20250520-ec551,SKU30,Supplier 4,2025-05-20,383.0,2025-06-15,pass,51.63489340010933,383.0
PO-SKU30-20250521-1b3ea,SKU30,Supplier 4,2025-05-21,392.0,2025-06-16,pass,51.63489340010933,392.0
PO-SKU30-20250522-d81c1,SKU30,Supplier 4,2025-05-22,414.0,2025-06-17,pass,51.63489340010933,414.0
PO-SKU30-20250523-0b9f0,SKU30,Supplier 4,2025-05-23,423.0,2025-06-18,pass,51.63489340010933,423.0
PO-SKU30-20250524-dff72,SKU30,Supplier 4,2025-05-24,432.0,2025-06-19,pass,51.63489340010933,432.0
PO-SKU30-20250525-e593a,SKU30,Supplier 4,2025-05-25,432.0,2025-06-20,pass,51.63489340010933,432.0
PO-SKU30-20250526-4a8a9,SKU30,Supplier 4,2025-05-26,432.0,2025-06-21,pass,51.63489340010933,432.0
PO-SKU30-20250527-b95aa,SKU30,Supplier 4,2025-05-27,432.0,2025-06-22,pass,51.63489340010933,432.0
PO-SKU30-20250528-5ce95,SKU30,Supplier 4,2025-05-28,432.0,2025-06-23,pass,51.63489340010933,432.0
PO-SKU30-20250529-d1b94,SKU30,Supplier 4,2025-05-29,432.0,2025-06-24,pass,51.63489340010933,432.0
PO-SKU30-20250530-8e0b9,SKU30,Supplier 4,2025-05-30,432.0,2025-06-25,pass,51.63489340010933,432.0
PO-SKU30-20250531-04e37,SKU30,Supplier 4,2025-05-31,432.0,2025-06-26,pass,51.63489340010933,432.0
PO-SKU30-20250601-c3cc4,SKU30,Supplier 4,2025-06-01,432.0,2025-06-27,pass,51.63489340010933,432.0
PO-SKU30-20250602-0661e,SKU30,Supplier 4,2025-06-02,432.0,2025-06-28,pass,51.63489340010933,432.0
PO-SKU30-20250603-68d66,SKU30,Supplier 4,2025-06-03,432.0,2025-06-29,pass,51.63489340010933,432.0
PO-SKU30-20250604-3b8db,SKU30,Supplier 4,2025-06-04,432.0,2025-06-30,pass,51.63489340010933,432.0
PO-SKU30-20250605-0c54a,SKU30,Supplier 4,2025-06-05,432.0,2025-07-01,pass,51.63489340010933,432.0
PO-SKU30-20250606-75b87,SKU30,Supplier 4,2025-06-06,432.0,2025-07-02,pass,51.63489340010933,432.0
PO-SKU30-20250607-541e1,SKU30,Supplier 4,2025-06-07,432.0,2025-07-03,pass,51.63489340010933,432.0
PO-SKU30-20250608-d1513,SKU30,Supplier 4,2025-06-08,432.0,2025-07-04,pass,51.63489340010933,432.0
PO-SKU30-20250609-25231,SKU30,Supplier 4,2025-06-09,432.0,2025-07-05,pass,51.63489340010933,432.0
PO-SKU30-20250610-4ac77,SKU30,Supplier 4,2025-06-10,432.0,2025-07-06,pass,51.63489340010933,432.0
PO-SKU30-20250611-f054a,SKU30,Supplier 4,2025-06-11,432.0,2025-07-07,pass,51.63489340010933,432.0
PO-SKU30-20250612-60b81,SKU30,Supplier 4,2025-06-12,432.0,2025-07-08,pass,51.63489340010933,432.0
PO-SKU30-20250613-ea72f,SKU30,Supplier 4,2025-06-13,432.0,2025-07-09,pass,51.63489340010933,432.0
PO-SKU30-20250614-09966,SKU30,Supplier 4,2025-06-14,432.0,2025-07-10,pass,51.63489340010933,432.0
PO-SKU30-20250615-67b92,SKU30,Supplier 4,2025-06-15,49.0,2025-07-11,pass,51.63489340010933,49.0
PO-SKU31-20250520-e5b11,SKU31,Supplier 3,2025-05-20,162.0,2025-06-06,pass,60.25114566159808,162.0
PO-SKU31-20250521-c2c03,SKU31,Supplier 3,2025-05-21,162.0,2025-06-07,pass,60.25114566159808,162.0
PO-SKU31-20250522-e910a,SKU31,Supplier 3,2025-05-22,162.0,2025-06-08,pass,60.25114566159808,162.0
PO-SKU31-20250523-3dd63,SKU31,Supplier 3,2025-05-23,162.0,2025-06-09,pass,60.25114566159808,162.0
PO-SKU31-20250524-3b7ec,SKU31,Supplier 3,2025-05-24,162.0,2025-06-10,pass,60.25114566159808,162.0
PO-SKU31-20250525-134d7,SKU31,Supplier 3,2025-05-25,162.0,2025-06-11,pass,60.25114566159808,162.0
PO-SKU31-20250526-634c2,SKU31,Supplier 3,2025-05-26,162.0,2025-06-12,pass,60.25114566159808,162.0
PO-SKU31-20250527-0b255,SKU31,Supplier 3,2025-05-27,162.0,2025-06-13,pass,60.25114566159808,162.0
PO-SKU31-20250528-7b8f0,SKU31,Supplier 3,2025-05-28,162.0,2025-06-14,pass,60.25114566159808,162.0
PO-SKU31-20250529-18d81,SKU31,Supplier 3,2025-05-29,162.0,2025-06-15,pass,60.25114566159808,162.0
PO-SKU31-20250530-b0468,SKU31,Supplier 3,2025-05-30,162.0,2025-06-16,pass,60.25114566159808,162.0
PO-SKU31-20250531-aee69,SKU31,Supplier 3,2025-05-31,162.0,2025-06-17,pass,60.25114566159808,162.0
PO-SKU31-20250601-4fec0,SKU31,Supplier 3,2025-06-01,162.0,2025-06-18,pass,60.25114566159808,162.0
PO-SKU31-20250602-892df,SKU31,Supplier 3,2025-06-02,162.0,2025-06-19,pass,60.25114566159808,162.0
PO-SKU31-20250603-5010a,SKU31,Supplier 3,2025-06-03,162.0,2025-06-20,pass,60.25114566159808,162.0
PO-SKU31-20250604-ef69d,SKU31,Supplier 3,2025-06-04,162.0,2025-06-21,pass,60.25114566159808,162.0
PO-SKU31-20250605-1e2ce,SKU31,Supplier 3,2025-06-05,162.0,2025-06-22,pass,60.25114566159808,162.0
PO-SKU32-20250520-999dc,SKU32,Supplier 3,2025-05-20,564.0,2025-06-02,pass,29.69246715374977,564.0
PO-SKU32-20250521-6349f,SKU32,Supplier 3,2025-05-21,581.0,2025-06-03,pass,29.69246715374977,581.0
PO-SKU32-20250522-16b3f,SKU32,Supplier 3,2025-05-22,596.0,2025-06-04,pass,29.69246715374977,596.0
PO-SKU32-20250523-ebb4d,SKU32,Supplier 3,2025-05-23,625.0,2025-06-05,pass,29.69246715374977,625.0
PO-SKU32-20250524-cd156,SKU32,Supplier 3,2025-05-24,625.0,2025-06-06,pass,29.69246715374977,625.0
PO-SKU32-20250525-d8a8d,SKU32,Supplier 3,2025-05-25,625.0,2025-06-07,pass,29.69246715374977,625.0
PO-SKU32-20250526-b7304,SKU32,Supplier 3,2025-05-26,625.0,2025-06-08,pass,29.69246715374977,625.0
PO-SKU32-20250527-234dd,SKU32,Supplier 3,2025-05-27,625.0,2025-06-09,pass,29.69246715374977,625.0
PO-SKU32-20250528-1df07,SKU32,Supplier 3,2025-05-28,625.0,2025-06-10,pass,29.69246715374977,625.0
PO-SKU32-20250529-19b61,SKU32,Supplier 3,2025-05-29,625.0,2025-06-11,pass,29.69246715374977,625.0
PO-SKU32-20250530-7df90,SKU32,Supplier 3,2025-05-30,625.0,2025-06-12,pass,29.69246715374977,625.0
PO-SKU32-20250531-6e2cc,SKU32,Supplier 3,2025-05-31,625.0,2025-06-13,pass,29.69246715374977,625.0
PO-SKU32-20250601-d9110,SKU32,Supplier 3,2025-06-01,625.0,2025-06-14,pass,29.69246715374977,625.0
PO-SKU33-20250520-2459c,SKU33,Supplier 5,2025-05-20,592.0,2025-06-06,pass,23.853427512896133,592.0
PO-SKU33-20250521-bdeb0,SKU33,Supplier 5,2025-05-21,592.0,2025-06-07,pass,23.853427512896133,592.0
PO-SKU33-20250522-865dc,SKU33,Supplier 5,2025-05-22,592.0,2025-06-08,fail,23.853427512896133,592.0
PO-SKU33-20250523-b0214,SKU33,Supplier 5,2025-05-23,592.0,2025-06-09,pass,23.853427512896133,592.0
PO-SKU33-20250524-5e32d,SKU33,Supplier 5,2025-05-24,592.0,2025-06-10,pass,23.853427512896133,592.0
PO-SKU33-20250525-83131,SKU33,Supplier 5,2025-05-25,592.0,2025-06-11,pass,23.853427512896133,592.0
PO-SKU33-20250526-ed067,SKU33,Supplier 5,2025-05-26,592.0,2025-06-12,pass,23.853427512896133,592.0
PO-SKU33-20250527-eef8d,SKU33,Supplier 5,2025-05-27,592.0,2025-06-13,pass,23.853427512896133,592.0
PO-SKU33-20250528-b121b,SKU33,Supplier 5,2025-05-28,592.0,2025-06-14,pass,23.853427512896133,592.0
PO-SKU33-20250529-626a7,SKU33,Supplier 5,2025-05-29,592.0,2025-06-15,pass,23.853427512896133,592.0
PO-SKU33-20250530-42091,SKU33,Supplier 5,2025-05-30,592.0,2025-06-16,pass,23.853427512896133,592.0
PO-SKU33-20250531-1082a,SKU33,Supplier 5,2025-05-31,592.0,2025-06-17,pass,23.853427512896133,592.0
PO-SKU33-20250601-c2e7f,SKU33,Supplier 5,2025-06-01,592.0,2025-06-18,pass,23.853427512896133,592.0
PO-SKU33-20250602-ec00d,SKU33,Supplier 5,2025-06-02,592.0,2025-06-19,pass,23.853427512896133,592.0
PO-SKU33-20250603-22fbc,SKU33,Supplier 5,2025-06-03,592.0,2025-06-20,pass,23.853427512896133,592.0
PO-SKU33-20250604-c9f27,SKU33,Supplier 5,2025-06-04,592.0,2025-06-21,pass,23.853427512896133,592.0
PO-SKU33-20250605-f8e62,SKU33,Supplier 5,2025-06-05,592.0,2025-06-22,pass,23.853427512896133,592.0
PO-SKU34-20250520-06746,SKU34,Supplier 1,2025-05-20,795.0,2025-06-15,pass,10.754272815029331,795.0
PO-SKU34-20250521-20395,SKU34,Supplier 1,2025-05-21,795.0,2025-06-16,pass,10.754272815029331,795.0
PO-SKU34-20250522-665e4,SKU34,Supplier 1,2025-05-22,795.0,2025-06-17,pass,10.754272815029331,795.0
PO-SKU34-20250523-caf7b,SKU34,Supplier 1,2025-05-23,795.0,2025-06-18,pass,10.754272815029331,795.0
PO-SKU34-20250524-a46bf,SKU34,Supplier 1,2025-05-24,795.0,2025-06-19,pass,10.754272815029331,795.0
PO-SKU34-20250525-e2a71,SKU34,Supplier 1,2025-05-25,795.0,2025-06-20,pass,10.754272815029331,795.0
PO-SKU34-20250526-020ff,SKU34,Supplier 1,2025-05-26,795.0,2025-06-21,pass,10.754272815029331,795.0
PO-SKU34-20250527-fd71e,SKU34,Supplier 1,2025-05-27,795.0,2025-06-22,pass,10.754272815029331,795.0
PO-SKU34-20250528-cf27b,SKU34,Supplier 1,2025-05-28,795.0,2025-06-23,pass,10.754272815029331,795.0
PO-SKU34-20250529-42959,SKU34,Supplier 1,2025-05-29,795.0,2025-06-24,pass,10.754272815029331,795.0
PO-SKU34-20250530-f1ab2,SKU34,Supplier 1,2025-05-30,795.0,2025-06-25,pass,10.754272815029331,795.0
PO-SKU34-20250531-5b8fd,SKU34,Supplier 1,2025-05-31,795.0,2025-06-26,pass,10.754272815029331,795.0
PO-SKU34-20250601-5fe6c,SKU34,Supplier 1,2025-06-01,795.0,2025-06-27,pass,10.754272815029331,795.0
PO-SKU34-20250602-14e15,SKU34,Supplier 1,2025-06-02,795.0,2025-06-28,pass,10.754272815029331,795.0
PO-SKU34-20250603-0604d,SKU34,Supplier 1,2025-06-03,795.0,2025-06-29,pass,10.754272815029331,795.0
PO-SKU34-20250604-5d620,SKU34,Supplier 1,2025-06-04,795.0,2025-06-30,pass,10.754272815029331,795.0
PO-SKU34-20250605-f119d,SKU34,Supplier 1,2025-06-05,795.0,2025-07-01,pass,10.754272815029331,795.0
PO-SKU34-20250606-e73f8,SKU34,Supplier 1,2025-06-06,795.0,2025-07-02,pass,10.754272815029331,795.0
PO-SKU34-20250607-7e8e5,SKU34,Supplier 1,2025-06-07,795.0,2025-07-03,pass,10.754272815029331,795.0
PO-SKU34-20250608-9a1d1,SKU34,Supplier 1,2025-06-08,795.0,2025-07-04,pass,10.754272815029331,795.0
PO-SKU34-20250609-91b74,SKU34,Supplier 1,2025-06-09,795.0,2025-07-05,pass,10.754272815029331,795.0
PO-SKU34-20250610-f8256,SKU34,Supplier 1,2025-06-10,795.0,2025-07-06,pass,10.754272815029331,795.0
PO-SKU34-20250611-7aaff,SKU34,Supplier 1,2025-06-11,795.0,2025-07-07,pass,10.754272815029331,795.0
PO-SKU34-20250612-6fd44,SKU34,Supplier 1,2025-06-12,795.0,2025-07-08,pass,10.754272815029331,795.0
PO-SKU34-20250613-a43c1,SKU34,Supplier 1,2025-06-13,795.0,2025-07-09,pass,10.754272815029331,795.0
PO-SKU34-20250614-003a0,SKU34,Supplier 1,2025-06-14,795.0,2025-07-10,pass,10.754272815029331,795.0
PO-SKU35-20250520-79209,SKU35,Supplier 1,2025-05-20,604.0,2025-06-16,pass,58.004787044743765,604.0
PO-SKU35-20250521-90b3f,SKU35,Supplier 1,2025-05-21,611.0,2025-06-17,pass,58.004787044743765,611.0
PO-SKU35-20250522-368c4,SKU35,Supplier 1,2025-05-22,611.0,2025-06-18,pass,58.004787044743765,611.0
PO-SKU35-20250523-9da82,SKU35,Supplier 1,2025-05-23,611.0,2025-06-19,pass,58.004787044743765,611.0
PO-SKU35-20250524-2c00a,SKU35,Supplier 1,2025-05-24,611.0,2025-06-20,pass,58.004787044743765,611.0
PO-SKU35-20250525-c4138,SKU35,Supplier 1,2025-05-25,611.0,2025-06-21,pass,58.004787044743765,611.0
PO-SKU35-20250526-062f0,SKU35,Supplier 1,2025-05-26,611.0,2025-06-22,pass,58.004787044743765,611.0
